source_backup_path,size_bytes,sha256,distributed_in_c84,status
lib/screens/image_models_screen.dart.bak_20260908_083826,34853,739311f8b2903c4e5f9da64698abfe4e1b230a62b2d17c904ffca99a1b3c9506,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/screens/image_models_screen.dart.bak_20260908_084213,35024,bf652e49e460b952f18e3e0aabf70fe08255e7722b372c3799affda4f4c0d04b,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/screens/image_models_screen.dart.bak_20260908_100454,35795,a23e7f5fd8fd18cb24690273f13059c290d7216f3154011874b2b7730cbb06aa,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/screens/image_models_screen.dart.bak_20260908_120434,36470,6785e7398f389ae30e3d8423142169f49ee9823e8060adbada7e889cc831ab9c,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/screens/image_models_screen.dart.bak_20260908_1237,38101,c6ce9dda0442c4d8b796512f49fd8cb73115426e7436703b576f20f0353f6007,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/screens/model_management_screen.dart.bak_20260908_0746,52046,2f9b1c4725f5a63ce360871ee5d52ef1132a6a49751baa127d6e9c5f27a5264f,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/screens/settings_screen.dart.bak_20260906_2122,60034,1f0bb0097274d18d63d3ee9aa248aaca7036ed0004cbe247728d30aafe0395ff,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/screens/settings_screen.dart.bak_20260908_0746,60494,b24e633aae6490709dfa89250b88a49d427f14507be6f5261893799cb1e158ad,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/screens/synthesize_screen.dart.bak_20260831_1041,70574,a2649ad6ebadd003dc86e9d265d4c489454838c03eea09704be9d70b60073727,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/screens/transcription_screen.dart.bak,156690,6e5598c82b6ed644c8c3749a15a9b0be274ea24fc3c8400d9b6f0475f1547b27,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/screens/voice_bake_screen.dart.bak_20260901_2253,14216,be0e14216ce42e346d25c6a6f8c0f36dddaddb9485c0163fc66270ab6458506f,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/ai_conversations_service.dart.bak_20260906_1717,29839,335f1c6c60e058d7b967b5a4f12e771e6ffe606f2dd83cb2c8a4e4fd251fcd2d,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/ai_conversations_service.dart.bak_20260906_1801,30693,8f57122507bf1022bd375e7975c5aeeb91f79000834c17f722feba68b23f50a7,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/audiobook_service.dart.bak_20260831_1041,48101,11080168bb84cc778eb39e2eac6f52cc31f3ecbf3721a664835b933ab58a1078,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/batch_queue_service.dart.bak_20260831_1648,20162,29d76ab3bb2472cb0d85d3a7a3233deb78e9e85de743f0b3fd6c9f454625e081,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/document_rag_service.dart.bak_20260902_1148,28545,8e94fca3583ddc8de9f678989117c3cd1e0522b6e0c487bb9432978f60d2711b,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/document_rag_service.dart.bak_20260902_1745,39229,1283d4b3454422538fab55de2f85d911ecd62431f02304fe223c860669a30f3f,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/document_rag_service.dart.bak_20260902_2226,41423,a625c6a41b7ffa3dede473cbaaa49821d69f4ca7148e7b2056932245acf499e6,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/embedding_provider.dart.bak_20260902_1745,7251,2f018c87028140ffcae01d02336a64a296b38b66bdf53b0218c2cf6a0cd8a85b,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/hardware_advisor_service.dart.bak_20260907_1029,25758,cbb9198f7a5efa1c2b13872c28ffeef99788b896ed4d251f39165ff7df6f320a,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/hardware_advisor_service.dart.bak_20260907_1336,27774,d772bb70604b9af460541eeac639720227378d7be767c543dddd2e73438ece5f,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/hardware_advisor_service.dart.bak_20260907_1507,39328,498cd57e052fad10592f81dc0ad021a46eea14140c29ed861b5f85ba6006de6f,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/image_model_catalog_service.dart.bak_20260908_0746,10551,68b16879954b2c6c4f8f72038a2632f1c74688f374c183d1e15262d41e82bc78,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/image_model_catalog_service.dart.bak_20260908_120434,10551,68b16879954b2c6c4f8f72038a2632f1c74688f374c183d1e15262d41e82bc78,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/image_model_installer_service.dart.bak_20260907_2017,14469,8f31a06af2188608d7296f2869aafbd8ac16b2433c263cc0032becdde0731585,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/image_model_installer_service.dart.bak_20260907_2050,15467,2bb1e599beae8b354e10335bddc0a09309f6a66d30901f3820300aba1fc319cf,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/image_model_installer_service.dart.bak_20260908_0746,17470,abed53c534c3b1d91632659f4a49327bd70a86b8e53412698a0633c09b4cbc29,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/image_model_install_planner.dart.bak_20260908_0746,5327,b7dc3dfcb5de2b5bb04b143c77070ae6760bcdbeb6d7e5fbf082d2258f4b7ec3,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/image_model_install_planner.dart.bak_20260908_120434,5327,b7dc3dfcb5de2b5bb04b143c77070ae6760bcdbeb6d7e5fbf082d2258f4b7ec3,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/llm_service.dart.bak_20260831_2005,25862,a0dd4abbc6ba15d7ba5d9c3ad5c330266f0d293a90849318d25a11a1a3b7ef05,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/llm_service.dart.bak_20260831_2041,37063,79ae85937c278b168bf0ee063e6bf1c2cf4bfe12514477aaf66cc28c5d0eaa34,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/llm_service.dart.bak_20260831_2228,37890,77bd73252fe29a82e6be397db43f45f10ff0e27bcd6112bcd59852d4c67d0468,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/llm_service.dart.bak_20260901_1127,38259,6984c31b5e3593ce1b586caad19ed57ff242b9d9831cf5dd265a9ea3455c116f,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/llm_service.dart.bak_20260903_0920,39397,37a0f27c488a1a172943f28cfb2a8c9fc3b079f49bdfe36961575664f63b4687,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/mcp_tools_service.dart.bak_20260901_1924,42115,26cb6c7a6338682406de97d1e5fdb13b8d392c23a1995663490a9ec57e655de6,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/mcp_tools_service.dart.bak_20260902_2306,42778,fa74328fcca22eecaef4dd75df4152e13e16c1d94021f139e09d1baf7a642fbf,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/mcp_tools_service.dart.bak_20260902_2315,42821,f15728918ed9c4542b7105c2ed65a15e78bf691b7c1a0baa4313c087744e1d89,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/mcp_tools_service.dart.bak_20260903_0848,42821,f15728918ed9c4542b7105c2ed65a15e78bf691b7c1a0baa4313c087744e1d89,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/mcp_tools_service.dart.bak_20260903_0920,45030,d60b1489425a19bf6fad27175d4071f27b5db1da888d38279b8290a39c15cf09,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/mcp_tools_service.dart.bak_20260903_1138,46587,404037c73931ac3ff2a0ae1f37e5a364ffdd8f5d471abab14c5209bbb9cdcb04,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/settings_service.dart.bak_20260901_1849,57768,cd3bc1f383f084043e87bb36435a71a4b53da2a38bcd86eb4349e014d8e78b98,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/settings_service.dart.bak_20260902_1148,58029,118c7a94e48417f6b17b9f36b05966a5c29caa1f30556d06c0b3a2f16bdf23b2,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/settings_service.dart.bak_20260908_0746,59796,38c9e87ed353eff3fb7c3b5812b45061e9b7d27776ac0fe7f29f769f300fa8f3,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/voice_baking_service.dart.bak_20260831_1043,8162,994ebf93ef9d4f02e88c0561eea7abd79f06402955f394701fece598223d2dff,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/services/voice_baking_service.dart.bak_20260901_2253,8197,ea014a0335ea37b11260f04e46d61116e29b5b5ba40f71e3b44be6cb9519a80e,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/utils/app_paths.dart.bak_20260831_1625,6819,d803bb31d108c75916d5a8a709621c1d35cc94155b3d4a53f3fbea3abe735514,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/utils/app_paths.dart.bak_20260907_1928,7984,3b568ae988dd70234518191fe21cc6a937f67d0c96bacf1941574e4ef390274f,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/utils/app_paths.dart.bak_20260908_0746,8179,868b92608965b6b3f04bdf1577bf8defc4648695bf86671b0682d88d188fccbe,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/utils/portable_preferences.dart.bak_20260831_1153,10836,a775ae9e84065977a497778f5fefdce72f70f69c5531961c7ed53ab5010729ff,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/ai_knowledge_dialog.dart.bak_20260831_1849,29862,ff8882568b34af5180e4ab3c0b15c9cf9b7a1913bd9793d5a817baf57028147c,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/audiobook_export_dialog.dart.bak_20260831_1041,10747,60eb8eb48a72603c7f27da75717b3b4cbfcbc3325424f77fc32896f37af132d6,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/document_chat_widget.dart.bak_20260826_0746,148221,d820ec4a93284339831704d491f09477f7fae7ce3579774380667db2c8da8b0e,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/document_chat_widget.dart.bak_20260826_2344,157398,79c5a2891e3799f240644d70c065f4de12f1e2535767344e79e1a8fb2d3f5e89,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/document_chat_widget.dart.bak_20260827_0051,154917,5ab46bbca766659f33678b4cacb59732530c78bf8d5b4892bc743cd6aa2ea6a4,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/document_chat_widget.dart.bak_20260831_1041,159985,a105d5ed528516e1c8af342a695e0db556f9fb35e48ed4c18650eadc3bd1700d,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/document_chat_widget.dart.bak_20260831_1849,163777,75293b28c430447937830c833f54d1115469843063a255007e63b1cd9e20914d,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/document_chat_widget.dart.bak_20260831_2005,163878,33a3dc43a92c6c1241735209323268297d7c323b57abe4604a209a3a7b2c9db6,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/document_chat_widget.dart.bak_20260831_2041,163878,33a3dc43a92c6c1241735209323268297d7c323b57abe4604a209a3a7b2c9db6,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/document_chat_widget.dart.bak_20260901_1142,165877,b272f14db9b42a55d1a9ebda5de534b65b26ab488b1a739bfcc51ef2ba67279a,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/document_chat_widget.dart.bak_20260901_1852,167757,78d51f00597d5459b9ae306af8730656b142847a35be4e83bde860df65c78519,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/document_chat_widget.dart.bak_20260901_2056,168950,d1d84ca0c5485710d42e40523d7820d67f5f6e60252c07bb6d804198e6b4ab96,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/document_chat_widget.dart.bak_20260902_1148,171644,66f2665c121022671b94c9c2a799081b3c4646489b7f98067aff906c0cc97c43,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/document_chat_widget.dart.bak_20260902_1745,174053,95fef695a9abe7b8223c047581dc50aee5777204408e659c1fd2632868efac1a,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/document_chat_widget.dart.bak_20260902_2226,175405,bf5b6a84eff14270dbf0a499057e1c1f238716c8d23686934b8e6a9c532b3f86,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/document_chat_widget.dart.bak_20260902_2306,175839,55a46917a487fffc20fae8bb6099f988045e331f0011c8902184b4f7ec372ee0,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/document_chat_widget.dart.bak_20260902_2315,181963,a87364e2fe7c1200384d12693784d5d0f7e61d9d1a62579c505a69098aefa0fb,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/document_chat_widget.dart.bak_20260903_0848,182754,5b489111966b65c5eabf45d75d8e9ea7a162c1f279e357e6ac1db958946add1c,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/document_chat_widget.dart.bak_20260903_0920,185193,27227c28a1506a5b7c8b463800f364895d533e3b4989af172a0b2fd7ccb3f6cc,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/document_chat_widget.dart.bak_20260903_1138,185799,c36a1911d84ae86ab6e3c460d6ae750db11c07dbcfb596797d05373cf6469f0d,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/document_chat_widget.dart.bak_20260903_1203,187086,e4e703fcfc60d3f72260905ba0d0e248759f25ed75e82142887966815e58e9a0,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/document_chat_widget.dart.bak_broken_20260826_2351,157835,20c1c90694d3ca70e4b572cd6aadea9cd4206037dd2d835cc836db9819136421,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/hardware_diagnostic_dialog.dart.bak_20260907_1029,11836,044d62db12f8fbb95acabfcdbf310d8ff535ca7ed024520194458ba267b46d4e,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/hardware_diagnostic_dialog.dart.bak_20260907_1336,13492,142564efc779fda53c451e21757f8bfd466208f3836e98e049e1fd4b6fd822f1,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/hardware_diagnostic_dialog.dart.bak_20260907_1507,16619,b3330df870705c4c907fd3ffddda1d8c1790b355eb0704c23ace413e1402023a,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/inpaint_editor_dialog.dart.bak_20260901_1818,42447,2ebf57bff6f539fb2208774eb2dfe9233e026be8c7fbb5d88d5a3ec9eef2538f,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/llm_chat_widget.dart.bak_20260826_2344,34709,4be6a7f8b56b7555a3ac382aa57d2847d76a8819b0fbaac27580ebbd4f3ea6e5,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/llm_chat_widget.dart.bak_20260831_1849,34709,4be6a7f8b56b7555a3ac382aa57d2847d76a8819b0fbaac27580ebbd4f3ea6e5,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/llm_chat_widget.dart.bak_20260831_2005,34846,2e7cc7398f7eb5a1348fe8031ad423df0e7f65e1033d1f1d68614a018fa67d53,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/llm_chat_widget.dart.bak_20260831_2041,34846,2e7cc7398f7eb5a1348fe8031ad423df0e7f65e1033d1f1d68614a018fa67d53,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/llm_settings_dialog.dart.bak_20260901_1146,146188,b5128bf2cfea94486b456b66bad5a928b96ed09e82ac882a8e5f525be4585673,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/llm_settings_dialog.dart.bak_20260902_1148,148484,21d9e85c10c31437df209ee4aca79097cd22e9fbc058731a2518f1b55ce6e182,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/llm_settings_dialog.dart.bak_20260902_2153,155225,dabae5bd01b74e01df8baf434220ce994505095231aac2435a68e6b4a5297b9d,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/llm_settings_dialog.dart.bak_20260903_0920,165631,eb0b6079a55b7624c97971654bfddcfcec0da8e360b49ae292269b047b869a9c,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/mcp_library_dialog.dart.bak_20260831_1041,29700,b5758f01f53caeb2a7b5f7a8d41a4a3a90768be0d3d32e1fc5a6a0dedad29b79,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/rag_library_dialog.dart.bak_20260902_2226,31244,50e97c40858d684a86f77b7a055a332b9986fc632f66f7c26ef0b9f9bdc47ed9,False,SOURCE_BACKUP_NOT_DISTRIBUTED
lib/widgets/transcription_output_widget.dart.bak,76227,6136bf2e2af12049566946a92783c1b84fa79a17c5d33127745981ef5f4edae2,False,SOURCE_BACKUP_NOT_DISTRIBUTED
scripts/bundle_litert_runtime.ps1.bak_20260831_2041,16790,39f5a7e0b8c98ac2434a337fb2ffc9bec5928007897dccfbdcf9293a7ad8aad2,False,SOURCE_BACKUP_NOT_DISTRIBUTED
scripts/bundle_windows_dlls.ps1.bak_20260901_0856,8991,974c64870ceaac5cece22355b8092598349bd06cda733602b521810faf4913b8,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/ai_dialog_coherence_and_multimodal_test.dart.bak_20260831_1134,5390,793c728f7c7e72bc3cb0dbe71f7fc34fa4cb18e32bb9fc2d66e19cff513d536f,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/app_state_test.dart.bak_20260831_1849,5641,7e72ab6912ceeeaee98c737ad16a80cad8c43a53334378131472cf518de8363b,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/assistant_documents_audit_test.dart.bak_20260831_1648,15656,4323dd8c3c2af0a3c3dce2f89dc6b13d6adb0287365a59c73fa6ebf893d62ab3,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/audiobook_rules_test.dart.bak_20260831_1134,4463,67f9afbf7ba40573b9c44dbde658599e26cc4460348d3953caa10b3aa6c411fd,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/audiobook_studio_test.dart.bak_20260831_1134,4831,c65fdc451c76fdffa3438d396024395256874157776bd3bcc5fa76fdaabc8b00,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/backend_dispatch_test.dart.bak_20260901_0833,40472,531aa9f04dd5c49c435899a6615fc240821e6d9f87768cacb6d15fff5caacde3,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/backend_dispatch_test.dart.bak_20260901_0839,41475,a2f11cef277dba5b9c15e4ec77df7fb18b2eb6eb847a6c0b8232faea451f4d63,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/batch_grouping_test.dart.bak_20260831_1706,8563,b22fafc2382393eba2b2ac8e53c183b6d1173ebb730ec99634c4469960e5eccb,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/batch_queue_service_test.dart.bak_20260831_1659,7713,2bf8f5b729a0e115c81819295233b53ccce93e5d8039752ee1428ca10fae6154,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/cli_test.dart.bak_20260831_1648,2878,1badedf8f544185403ed15fb26d11e940b6813f584c548f56fe4e58804d21254,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/cloud_llm_providers_test.dart.bak_20260831_1134,8673,72a95dc21442b41885d68bace415dd209f84267bd7d9324948bcd31fa3469b34,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/compliance_boundaries_test.dart.bak_20260831_1625,13443,fa5ee977134ef822542c8359e0d6baeaa93a002418f2c95c88e51b4d5c9f0654,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/compliance_boundaries_test.dart.bak_20260831_1849,13878,64ed8e706fc9a1b485d88fe07c9c798f40ba4319d667274626120f9f36bcf820,False,SOURCE_BACKUP_NOT_DISTRIBUTED
